C:\Users\QahtaniT\Desktop\Data_2\IMG\center_2019_08_09_18_07_31_629.jpg, C:\Users\QahtaniT\Desktop\Data_2\IMG\left_2019_08_09_18_07_31_629.jpg, C:\Users\QahtaniT\Desktop\Data_2\IMG\right_2019_08_09_18_07_31_629.jpg, 0, 0, 0, 8.087287E-05
C:\Users\QahtaniT\Desktop\Data_2\IMG\center_2019_08_09_18_07_31_738.jpg, C:\Users\QahtaniT\Desktop\Data_2\IMG\left_2019_08_09_18_07_31_738.jpg, C:\Users\QahtaniT\Desktop\Data_2\IMG\right_2019_08_09_18_07_31_738.jpg, 0, 0, 0, 7.98011E-05
C:\Users\QahtaniT\Desktop\Data_2\IMG\center_2019_08_09_18_07_31_846.jpg, C:\Users\QahtaniT\Desktop\Data_2\IMG\left_2019_08_09_18_07_31_846.jpg, C:\Users\QahtaniT\Desktop\Data_2\IMG\right_2019_08_09_18_07_31_846.jpg, 0, 0, 0, 8.174961E-05
C:\Users\QahtaniT\Desktop\Data_2\IMG\center_2019_08_09_18_07_31_961.jpg, C:\Users\QahtaniT\Desktop\Data_2\IMG\left_2019_08_09_18_07_31_961.jpg, C:\Users\QahtaniT\Desktop\Data_2\IMG\right_2019_08_09_18_07_31_961.jpg, 0, 0, 0, 7.862052E-05
C:\Users\QahtaniT\Desktop\Data_2\IMG\center_2019_08_09_18_07_32_071.jpg, C:\Users\QahtaniT\Desktop\Data_2\IMG\left_2019_08_09_18_07_32_071.jpg, C:\Users\QahtaniT\Desktop\Data_2\IMG\right_2019_08_09_18_07_32_071.jpg, 0, 0, 0, 7.851395E-05
C:\Users\QahtaniT\Desktop\Data_2\IMG\center_2019_08_09_18_07_32_176.jpg, C:\Users\QahtaniT\Desktop\Data_2\IMG\left_2019_08_09_18_07_32_176.jpg, C:\Users\QahtaniT\Desktop\Data_2\IMG\right_2019_08_09_18_07_32_176.jpg, 0, 0, 0, 7.914243E-05
C:\Users\QahtaniT\Desktop\Data_2\IMG\center_2019_08_09_18_07_32_288.jpg, C:\Users\QahtaniT\Desktop\Data_2\IMG\left_2019_08_09_18_07_32_288.jpg, C:\Users\QahtaniT\Desktop\Data_2\IMG\right_2019_08_09_18_07_32_288.jpg, 0, 0, 0, 7.807749E-05
C:\Users\QahtaniT\Desktop\Data_2\IMG\center_2019_08_09_18_07_32_398.jpg, C:\Users\QahtaniT\Desktop\Data_2\IMG\left_2019_08_09_18_07_32_398.jpg, C:\Users\QahtaniT\Desktop\Data_2\IMG\right_2019_08_09_18_07_32_398.jpg, 0, 0, 0, 8.083518E-05
C:\Users\QahtaniT\Desktop\Data_2\IMG\center_2019_08_09_18_07_32_500.jpg, C:\Users\QahtaniT\Desktop\Data_2\IMG\left_2019_08_09_18_07_32_500.jpg, C:\Users\QahtaniT\Desktop\Data_2\IMG\right_2019_08_09_18_07_32_500.jpg, 0, 0, 0, 7.789879E-05
C:\Users\QahtaniT\Desktop\Data_2\IMG\center_2019_08_09_18_07_32_606.jpg, C:\Users\QahtaniT\Desktop\Data_2\IMG\left_2019_08_09_18_07_32_606.jpg, C:\Users\QahtaniT\Desktop\Data_2\IMG\right_2019_08_09_18_07_32_606.jpg, 0, 0.0855228, 0, 0.06078138
C:\Users\QahtaniT\Desktop\Data_2\IMG\center_2019_08_09_18_07_32_714.jpg, C:\Users\QahtaniT\Desktop\Data_2\IMG\left_2019_08_09_18_07_32_714.jpg, C:\Users\QahtaniT\Desktop\Data_2\IMG\right_2019_08_09_18_07_32_714.jpg, 0, 0.3944238, 0, 0.3361131
C:\Users\QahtaniT\Desktop\Data_2\IMG\center_2019_08_09_18_07_32_820.jpg, C:\Users\QahtaniT\Desktop\Data_2\IMG\left_2019_08_09_18_07_32_820.jpg, C:\Users\QahtaniT\Desktop\Data_2\IMG\right_2019_08_09_18_07_32_820.jpg, 0, 0.7193682, 0, 1.138575
C:\Users\QahtaniT\Desktop\Data_2\IMG\center_2019_08_09_18_07_32_925.jpg, C:\Users\QahtaniT\Desktop\Data_2\IMG\left_2019_08_09_18_07_32_925.jpg, C:\Users\QahtaniT\Desktop\Data_2\IMG\right_2019_08_09_18_07_32_925.jpg, 0, 1, 0, 2.249449
C:\Users\QahtaniT\Desktop\Data_2\IMG\center_2019_08_09_18_07_33_025.jpg, C:\Users\QahtaniT\Desktop\Data_2\IMG\left_2019_08_09_18_07_33_025.jpg, C:\Users\QahtaniT\Desktop\Data_2\IMG\right_2019_08_09_18_07_33_025.jpg, 0, 1, 0, 3.427456
